?300375,0.75,241.0769231,3830,814,2.14,2220,1114,6.5,0.65,19.58,18.25,28.2,24.17,27.09,1.8911,135.39,356,1.891066747,25.87134503,6.48,2.32,21829,7.205,5.398,4.7517,0.58,9149.63,3.16,0.75,10.92,1
?300376,0.691358025,177.5454545,5239,0,1.8,2239,1791,8.5,0.85,18.4,27.18,26.5,14.51,26.64,1.6172,224.97,442,1.617177911,5.077097506,8.59,2.32,18000,12.35,6.72,5.02,0.65,5069.19,5.02,0.83,9.6813,11
?300377,0.218487395,140.5,2133,0,1.93,1385,693,1,0.1,21.58,70.76,31.08,33.1,53.83,2.4214,178.84,368,2.421362537,9.7949,3.52,2.32,19281.15,1.925,1.631,0.6334,0.05,1058.75,0.97,0.11,2.96,2
?300378,0.428571429,140.8181818,2083,814,5.17,3000,1800,6,0.6,20.77,34.43,29.91,27.37,53.94,2.591,195.38,503,2.591029711,11.11111111,6.5,2.32,51665,8.813,5.8,5.0108,0.45,22433.43,2.6,0.5,8.02,2
?300379,0.394957983,131.8888889,2806,814,1.12,1286,1029,5,0.5,22,64.55,31.68,30.27,54.08,1.0426,372.19,667,1.042626935,5.912174713,3.48,2.97,11153,2.541,1.705,0.7301,0.14,3591.9,0.84,0.31,8.56,5
?300380,0.319327731,134.1666667,3878,0,1.7,1718,1031,6.5,0.65,23.4,40.41,33.7,40.06,53.94,1.8756,229.58,403,1.87558851,19.14206128,3.18,1.7,16968.47,2.316,1.91,0.8591,0.15,5110.8,0.71,0.25,8.02,2
?300381,0.424242424,143.5,2256,814,1.66,1145,687,4.5,0.45,27.88,47.72,40.16,23.83,48.79,1.7344,215.37,345,1.734382041,13.79518072,6.92,4.77,16647,3.236,2.704,1.6233,0.28,153.05,2.04,0.71,10.83,1
?300382,0.866666667,49.4,2707,814,2.31,1331,799,5,0.5,35.15,30.55,50.62,22.29,22.33,1.6466,208.97,428,1.646586511,12.89042857,5.85,2.61,23110.57,4.832,2.692,1.5648,0.49,232.01,2,1.07,20.2,1
?300383,0.677419355,128,3714,0,3.11,1365,819,5,0.5,38.3,31.92,55.16,37.79,53.29,1.5408,113.11,551,5.23,34.98717949,5.95,3.65,31076.2,3.706,2.727,1.4098,0.32,6371.49,1.46,0.7,12.23,2
?300384,0.957983193,145.2222222,3714,0,3.72,1334,1201,5,0.5,30.66,48.5,44.15,20.97,33.98,0.6193,123.19,251,0.619261796,0.18670399,6.21,0.33,42159.99,6.787,2.485,3.4574,0.8,104.71,1.85,2.0004,38.02,7
?300385,0.858333333,102.25,3347,1579,2.58,2000,1800,8,0.8,14.73,30.3,21.21,22.17,30.07,0.4577,306.33,636,0.458,0.132100396,5.76,1.26,25837,6.685,3.458,4.1519,0.56,11882.36,1.44,0.9358,17.67,8
?300386,0.463414634,61,1494,1787,6.18,2376,1801,9,0.9,33.13,21.62,47.71,16.57,52.03,0.5442,222.53,575,0.947,2.75,4.79,2.32,122696.62,6.382,5.07,8.4582,2.0118,0.8821,3.0866,2.68,49.5,12
?300387,0.823129252,1078.555556,1010,783,2.29,1525,1169,3,0.3,20.48,23.58,29.49,23.01,26.83,0.71,250.33,518,0.710007856,0.711108891,6.07,0.48,17383.18,3.534,2.938,3.0231,0.6,6454.91,1.61,1.25,22.98,9
?300388,0.296296296,354,737,814,2.3,2206,1985,8.5,0.85,12.14,20.43,17.48,18.55,42.8,0.4768,230.5,417,0.47681587,0.08675476,7.25,0.24,39890,21.482,5.059,6.3823,0.59,5456.55,3.32,0.87,12.3,8
?300389,0.97826087,219.3333333,3714,814,2.61,1966,1392,3.5,0.35,18.43,47,26.54,13.16,41.99,0.7246,188.76,420,0.72455717,1.30713147,5.51,0.21,26066.17,6.624,3.478,7.2977,1.14,3205.23,2.24,1.81,38.99,9
?300390,0.5,1547.222222,0,1025,0.9996,1950,1402,7.5,0.75,8.47,12.5,12.2,18.29,41.88,0.2995,325.96,535,0.29950966,1.562910128,3.18,0.19,9996,2.856,1.983,3.4588,0.37,1250.01,1.11,0.59,20.14,9
?300391,0.8,117.2222222,2065,814,1.39,1667,1500,3,0.3,9.84,17.81,14.17,20.5,34.59,0.8369,190.92,369,0.836911577,0.10734754,3.95,0.31,13908.74,5.629,1.975,2.5539,0.35,4634.66,0.89,0.7,18.33,8
?300392,0.394366197,1049.153846,3714,814,3.48,1600,1440,6,0.6,26.1,25.67,37.58,22.7,90.79,0.6665,189.08,362,0.66647,0.1,6.81,0.2,34784.43,5.4098,3.6537,9.27,1.65,6885.3,2.26,0.74,16.81,9
?300393,0.969135802,305.1875,3714,814,3.5,2988,2114,11.5,1.15,16.42,45.5,23.64,20.95,38.45,0.5842,143.45,286,0.58416,0.82,3.53,0.14,39125,6.1909,3.3936,2.1514,0.65,14.27,2.22,0.68,21.31,6
?300394,0.966101695,637.75,0,814,2.86,1859,1372,7,0.7,21.41,92.24,30.83,18.78,53.19,0.6138,91.75,109,0.6138,0.6397,5.51,0.07,28557,3.4511,3.2553,2.0064,0.89,6265.01,1.8,0.74,31.08,6
?300395,0.703703704,1045.142857,833,814,2.7,1620,1458,6,0.6,19.13,36,27.55,18.94,19.09,0.6624,48.57,246,0.66244,0.82,3.53,0.14,41094,4.5484,3.3998,1.3483,0.31,4388.77,2.18,0.65,9.29,6
?300396,0.857142857,1335.692308,1023,814,4.2,1534,1381,5,0.5,29.54,34.65,42.54,20.8,33.18,0.7653,150.4,315,0.76528,0.13,9.64,0.2,43012.8,5.6913,4.4336,2.1256,0.44,9791.73,2.71,0.96,10.51,7
?300397,0.85,320.5,257,833,6.44,3000,2700,12,1.2,24.05,50.99,34.63,20.73,44.44,0.5929,186.13,417,0.59285,0.11,6.2,0.12,64383,6.8445,5.5828,0.0088,0.19,3447.92,4.17,0.21,3.28,13
?300398,0.850340136,555.1875,0,814,3.14,2000,1800,8,0.8,18.15,50.97,26.14,22.84,32.31,0.5175,149.38,214,0.51753,0.13,4.63,0.17,122696.62,4.6224,2.7792,1.7423,0.38,2298.2,1.89,0.63,14.52,7
?300399,0.81512605,128.8125,3714,379,1.7,2000,1800,8,0.8,11.19,36.72,16.11,20.35,63.23,0.389,172.37,235,0.38902,0.11,4.6,0.13,122696.62,44.08,12.61,9.27,1.65,1705.67,4.68,0.74,16.81,12
?300400,0.072,88.5625,3714,814,1.2,2000,1800,4,0.4,7.6,25.92,10.94,21.11,35.73,0.6971,146.35,202,0.69709,0.11,3.46,0.2,15339.97,3.2739,2.2551,1.34,0.18,2389.19,1.26,0.29,8.17,10
?300401,0.147058824,193.3125,1515,814,1.3,2270,2043,9,0.9,7.01,23.41,10.09,21.1,35.15,0.4021,212.08,269,0.40209,0.09,8.09,0.2,29221.4,5.9924,5.6512,0.7237,0.15,3246.22,4.26,0.22,2.67,11
?300402,0.025,66.4375,3714,814,2,5100,4590,20,2,4.47,16.64,6.44,20.66,35.73,0.5778,131.28,188,0.57776,0.16,3.16,0.19,21000,12.5066,4.7693,3.0978,0.22,7553.2,2.25,0.14,4.65,11
?300403,0.895833333,317,3714,814,6,3400,3060,13.5,1.35,19.3,46.25,27.79,21.99,27.63,0.6278,111.16,185,0.947,2.75,4.7,2.32,122696.62,44.08,12.61,9.27,1.65,1705.67,4.68,0.74,16.81,8
?300404,0.685714286,1937.777778,0,1079,1.88,1667,1500,6.5,0.65,12.87,39.65,18.53,22.98,68.93,0.3004,246.6,251,0.3004,0.0764,4.37,0.09,19450.05,2.936,2.055,1.3641,0.3516,0.5348,0.9412,0.7,18.71,24
?300405,0.244897959,682,3714,814,2.5,1700,1530,6.5,0.65,16.45,29.69,23.69,22.84,34.54,0.4761,147.88,202,0.48,1.19,7.21,0.18,34210,10.7682,3.6825,5.8678,0.32,4265.51,2.47,0.62,9.07,12
?300406,0.636363636,241,740,1453,3,3111,2199,12,1.2,14.32,19.59,20.62,10.07,38.11,0.3003,260.32,418,0.3,0.58,5.75,0.07,30008,6.2192,5.7544,2.3149,0.99,8380.42,3.38,0.99,18.85,17
?300407,0.055555556,291.1,0,814,3.44,1700,1530,6.5,0.65,22.34,31,32.17,22.8,27.88,0.4889,135.52,193,0.49,0.14,6.85,0.12,34353,7.5987,3.5447,1.8579,0.35,75.48,2.71,0.69,10.49,6
?300408,0.762711864,1063.555556,1119,802,13,4600,4140,13.5,1.35,29.39,16.66,42.32,22.61,50.11,1.2312,58.05,133,1.23,0.3,4.62,0.13,130000,27.5615,21.4675,16.6953,4.55,1705.67,4.68,0.74,16.81,5
?300409,0.646258503,670.6,3714,814,2.54,1625,1463,6.5,0.65,17.3,87,24.91,20.35,21.31,0.4474,143.97,185,0.45,0.13,5.64,0.09,33311,5.5596,2.9811,3.3884,0.6,3875,1.92,1.23,21.86,10
?300410,0.035714286,1276.692308,529,396,1.33,1500,1350,6,0.6,10.79,37.02,15.54,22.96,52.61,0.4118,84.48,98,0.41,0.23,5.21,0.14,13392.21,3.6503,2.4221,2.4396,0.26,2522.13,1.6,0.57,11.09,6
?300411,0.4,117.6923077,836,814,2.18,2000,1800,8,0.8,12.8,31.39,18.43,22.92,48.07,0.4759,53.57,68,0.48,0.35,4.52,0.09,24408,6.1085,2.8501,2.4189,0.33,1705.67,4.68,0.41,12.09,6
?300412,0.314285714,1489.846154,2581,814,1.82,1340,1206,5,0.5,13.6,32.18,19.58,22.78,41.18,0.4546,71.23,80,0.45,0.26,4.42,0.08,24350.28,2.6352,1.9618,1.3564,0.35,1875.83,1.25,0.74,16.81,7
